1,0.098068845
2,1.255568512
3,2.969631111
4,1.944510201
5,2.770053891
6,0.491252838
7,4.895624144
8,3.824014197
9,7.059593634
10,2.396890003
11,2.324070071
12,5.477433267
13,3.457910523
14,8.179044168
15,1.537743246
16,0.54878736
17,14.5556704
18,1.464178089
19,15.5095254
20,7.465679899
21,12.36821185
22,6.421607157
23,16.65972739
24,4.846205784
25,17.38503608
26,11.67596914
27,18.1885755
28,19.63126787
29,18.52109347
30,20.69043994
31,30.7368262
32,3.134684711
33,19.45456885
34,19.67561399
35,24.66034096
36,16.06901877
37,25.04149508
38,27.53664365
39,1.190222881
40,0.290415498
41,0.645372958
42,29.30965615
43,37.52668007
44,30.65045433
45,19.54081007
46,21.66177103
47,22.50813468
48,5.998172442
49,3.630970144
50,19.18784168
51,8.538046764
52,24.58172175
53,42.46365805
54,35.75196173
55,13.97015167
56,29.05665231
57,12.34438382
58,49.22190578
59,6.593371567
60,8.43785387
61,31.04640686
62,21.62855927
63,59.17068835
64,56.47989738
65,7.868951151
66,27.42111196
67,40.90845501
68,22.28274046
69,30.62526124
70,40.92046147
71,33.72682166
72,26.34922386
73,59.60058847
74,1.205350544
75,24.53070997
76,1.32833895
77,74.95632149
78,34.98656866
79,52.52176012
80,4.05388452
81,58.20141727
82,59.85283745
83,61.67309878
84,58.76824072
85,74.55424698
86,47.30414381
87,34.83479375
88,22.24729318
89,3.762344874
90,41.63348212
91,46.70739428
92,50.43746343
93,88.27292253
94,28.48435347
95,6.695571086
96,90.80150677
97,45.86672404
98,64.4022226
99,53.09874358
100,22.10060524
101,39.53412354
102,61.43850425
103,47.48498872
104,7.996664796
105,2.862335732
106,50.16286306
107,96.34786893
108,82.72898851
109,62.7041757
110,85.7927984
111,7.256757043
112,41.86685236
113,22.65696106
114,103.9895705
